"split_1","split_2","split_3","split_4","split_5"
19575,31945,13525,4748,25676
29014,44799,45789,33945,42600
12953,21142,25874,40651,13025
35780,18370,12361,45410,21060
45669,10586,14123,8643,42276
43586,34242,4495,4568,44410
43115,508,19033,39889,29545
29683,39376,47250,33133,30317
12171,26622,22005,31876,17284
35055,25570,3102,19096,23327
25257,12710,1488,13508,1984
35530,43921,2483,17776,40257
12734,29135,28790,23237,18626
47454,41026,46462,38329,32316
39799,14218,34989,1915,32880
1213,16356,20180,1399,15963
6232,6881,20447,31981,28898
17546,12667,36602,38128,4993
7371,34478,20974,39521,7639
37268,19342,26710,5434,8013
42592,24018,23071,1022,39060
27111,41117,30743,36191,4209
40377,3108,3788,36507,46967
11159,43461,26466,19200,19903
1653,13494,48085,33695,38810
37665,40829,46794,14887,26155
19787,21496,25159,39937,14144
11567,16050,43853,11965,42184
48710,1309,24091,36054,48190
13948,48096,41740,7404,35675
29358,13546,46129,28242,25311
4953,17640,40750,49256,2047
24076,39836,560,23546,36625
27487,46812,13938,25540,763
42412,36007,22490,45551,21314
29705,24482,11000,27429,11399
44023,13146,13849,36564,40587
449,49420,9513,11139,18709
12836,26078,11563,48951,8253
7314,19687,22703,7457,1166
34942,39108,8610,2659,18333
30961,28540,26994,18333,353
27840,45964,16766,21841,24701
32775,42676,20087,6924,10728
10546,32931,46618,15417,40441
5966,35372,6807,5892,13558
31920,7951,25687,6569,46917
26133,24399,4677,36413,44788
48506,6663,12598,5316,29895
24035,329,8602,41473,22682
46553,36465,41925,18967,37375
7545,27892,41012,37444,34235
46422,4313,13717,21418,47878
47837,2274,44031,44571,32638
23903,36253,3005,45533,16950
48517,42268,4920,36580,35505
34720,9204,42930,6311,45177
16055,26626,757,28746,38133
1315,12066,36913,28208,9109
10926,23470,19758,37931,39402
3677,42701,16767,16883,30006
15762,3901,24380,20893,46259
9489,10122,30342,1313,11284
2698,7189,12084,47994,9908
10449,15479,48458,10182,13346
33809,17433,12793,38914,36559
38567,22812,44023,26869,7670
3272,8400,14100,48923,21963
12282,20590,39235,45757,12925
39927,8364,3757,10837,36632
21271,48336,26107,6683,41694
9999,42071,41577,1695,37897
42792,21862,27806,4565,28431
11960,4009,38779,21902,294
47025,46290,33501,13727,28297
7211,10979,20551,8745,9271
23697,33398,1384,10250,307
5049,43167,14458,48520,21714
4215,14963,12211,12718,22504
47874,49758,23126,40338,35323
30318,48751,32815,36940,8327
181,9948,14613,9333,33267
31609,2606,44914,14507,43824
47342,28201,8792,16774,42526
32108,12591,33756,24947,9750
27647,17127,46568,30116,22658
7880,33544,278,38654,10618
43147,41148,33779,11864,4237
21932,37891,27960,18138,24010
29361,8526,25850,13655,47464
20815,25148,11547,37329,1710
23458,24838,17440,40026,37128
19480,44309,6231,29124,49018
3278,27998,7009,29335,17734
1866,39979,21518,40503,32740
32235,41890,19749,30503,34404
8746,11035,12023,13929,15543
36070,28143,1747,48510,41912
23592,14403,15504,6345,30837
12441,5971,168,27050,47023
32980,15242,46064,33384,36445
45284,11004,2637,8835,26936
29821,23500,12077,45170,36312
36797,21457,24404,5592,8052
14609,9060,21326,15966,45945
34484,48961,5835,26332,38843
44455,32868,3916,29430,45118
47371,17064,28760,8684,26588
17734,18114,501,332,24344
14058,21077,1389,32972,18207
45754,3691,730,36201,22114
41190,39148,47922,17893,32646
31833,49413,19480,26903,4283
6595,40081,30924,15883,40760
23703,17397,37454,40470,25194
28387,9735,13,23249,27938
48679,9032,23992,36233,11438
18271,37247,31828,34660,33609
49891,986,45830,49968,3144
17394,33184,1197,28121,10112
39720,42111,37268,9229,44266
17143,18397,15766,25301,22074
23,917,18896,36975,4470
1284,39858,47405,30940,10870
14190,29952,34983,33436,22145
15613,28194,30953,17540,42549
27142,4597,9785,37459,23096
44746,35152,16810,34793,49463
17420,38828,17604,42816,43923
8749,1263,9226,43477,25997
42208,16983,31637,17037,37847
9131,11581,35027,6761,20935
36163,49402,40329,33676,27648
22493,14249,16591,31305,27543
16809,23264,33644,41000,38763
18749,4408,3302,3307,2616
37235,49833,23293,49097,25288
36469,18578,37283,21328,5567
38105,13340,34539,12029,38409
7534,17250,39956,32626,3042
17165,26656,41310,16767,7416
29428,21178,19450,11775,19138
13442,22038,49083,39781,3451
48508,36648,26703,4888,16902
39534,23987,30698,43307,47418
20019,10644,12277,23137,46822
682,37550,11639,17166,29466
36374,15467,17093,7440,17171
38978,6856,45620,2594,24520
40041,12446,46768,36349,17602
25623,4745,17281,45842,11041
32142,46862,45797,18031,8644
24345,15,7690,16572,26421
13488,2991,8030,4374,8127
20102,13154,24513,19311,30484
18136,1506,35473,1632,10767
1042,36896,18611,6436,6621
48828,7112,23555,13021,1932
38633,6154,17536,9747,14685
31278,7212,14960,554,963
30481,26947,41589,20793,27837
33893,43263,6886,24149,3767
26381,27234,46442,47149,27942
17708,36997,33632,31222,14765
6899,20973,33929,25951,72
9322,1835,49475,14977,3508
41353,28139,27331,41293,38224
1358,43379,26004,34341,35404
14603,8185,23088,7207,38120
9279,30227,41528,46636,5840
32628,18634,36207,24212,20717
37686,28335,18557,44558,26549
12713,420,17524,38235,299
18481,12236,20270,30293,42217
5543,41634,29610,13645,1037
24161,46708,43311,5198,11517
46637,41998,14175,48535,25115
41675,34581,16085,11563,15494
14515,11261,28170,15569,43368
36838,23671,3540,24939,41088
6367,36656,1149,36172,45140
47623,16477,42113,35326,39621
34639,30332,16333,34499,19739
8249,40134,40900,9783,10877
8575,2959,45434,23069,47272
46695,30316,2738,18137,21433
9628,19991,28189,49331,21989
38229,25370,16887,623,40050
4995,33364,34918,4067,8351
4530,21755,4712,23520,38947
30,12122,46315,30939,16269
33422,21074,14107,18908,17307
30524,28824,48716,11885,24994
20130,4341,29712,39028,25083
42619,13077,39455,38927,2343
15472,13734,2801,8051,35517
10152,6623,18854,36287,18744
18733,34031,43036,22945,25246
19764,14190,24155,17213,44668
6752,42767,11235,4414,34131
11972,46168,6845,35576,41988
30733,23800,15955,33497,30130
8202,2874,7127,35128,6201
13896,25526,15559,9401,5698
41441,44585,34464,44908,11629
37418,30498,17963,2155,22743
18459,45225,22777,33294,47034
34600,29537,47411,17981,43095
28644,42580,9538,17773,19002
20418,4316,20176,21954,35377
6764,14243,47144,34735,18275
39969,3612,45191,21527,2767
11948,44691,29011,18172,6316
43582,918,17973,42806,1102
28273,13008,36977,20978,24925
31625,43986,22757,17792,8525
22468,7635,38156,45813,34997
9626,24151,42081,11222,12199
13674,23639,5751,15518,24636
33223,44424,26812,35532,18326
16166,9514,13964,13513,19947
37218,15032,3326,5536,23130
16734,18207,10013,16344,7567
39548,21353,31650,24184,49578
3327,33682,45571,17800,28214
47547,28554,21429,33020,23178
9121,1373,37848,18879,18751
740,948,29254,18826,15093
37070,5557,25772,10297,35680
49976,39487,41017,47243,24364
39367,44894,2703,30852,43886
20346,21754,23114,11579,35337
185,48676,26688,41446,41342
4040,11539,47776,37296,4172
24167,37352,12531,15892,36590
42316,39494,2196,29237,33885
749,1750,487,22828,25017
6528,21766,14153,14770,20758
9787,6717,11949,23296,15016
32461,11890,24120,13445,19992
46698,3097,7428,42422,32298
17562,36575,48690,18437,8645
16819,20634,47068,2616,14107
41103,31109,45644,27557,25012
7359,2961,21481,35985,34134
4035,45400,47217,4501,39285
18228,17031,7307,37564,35380
45424,44149,11087,24168,15013
9507,4322,17212,4024,15877
28773,38298,33292,37031,4672
19819,20236,17682,7886,26128
11517,3156,33971,41742,11203
11122,2319,42101,9631,29538
8679,14965,24893,11766,456
19889,41587,4819,22342,27074
27714,22857,15643,13876,29313
11553,22912,43323,19665,20994
14236,45898,47338,6528,28550
33646,10523,22645,49341,44549
12457,36001,49572,11090,17584
30855,10269,38133,21807,38179
29332,48382,48176,30124,16536
8059,4793,7260,10670,17657
47517,18173,14847,17174,26252
31861,12772,29235,28319,30903
134,12113,33063,22205,497
33459,10873,17052,37460,1002
14834,32230,49099,10710,39348
22598,48290,45520,9078,44354
45299,14846,9631,45391,11221
2295,48080,48211,42342,16038
18165,10353,23260,7105,12157
48265,18137,33208,2488,42231
32012,39650,42669,48080,8293
1352,11716,6521,24954,17508
19318,24704,5904,16852,13924
49882,9558,35303,44957,26922
35169,31320,26020,42060,11816
42056,47847,12234,9197,22813
37168,37497,17120,4752,7288
33582,28814,22872,16594,25785
19653,11038,46890,33549,8933
9663,33299,39901,23380,22048
22429,45635,27735,44509,3096
7962,24190,44652,9399,30911
4018,15338,16996,39975,34954
7701,25058,17922,37063,20043
41072,27849,16561,16663,26914
11005,6153,28234,40515,318
16245,12587,34843,45862,9184
27130,15883,13578,24745,38039
1665,49211,25403,29822,48226
17669,24536,37463,35693,38577
17865,9287,30424,20620,42007
41337,21204,44104,24953,30359
22623,16725,14259,20567,30244
48059,1074,5894,40064,33391
3707,1919,49636,39420,6290
42497,3695,21310,9040,30027
43777,24135,14669,23941,20574
8107,3810,2175,32144,19364
49273,25747,3904,42408,10423
34753,38010,36454,34576,40741
921,48486,14931,7846,33103
28834,1673,499,10874,68
7044,17135,35182,48276,22406
34159,23452,12348,42860,46202
1959,35056,28468,35733,3723
46839,22513,29038,3034,43143
33445,13033,18657,46124,26031
2677,38339,38252,10399,21810
21592,37342,40432,38355,20042
22363,12919,17960,14950,9731
40892,19477,5147,22937,33630
45547,19001,6846,20831,14109
12718,11382,30495,42399,4251
6564,21608,45969,11006,24848
49465,47808,19712,4908,27563
32785,42566,49414,21148,43055
7004,43033,37703,446,5674
49247,16254,37979,5047,5144
40869,6048,9492,15946,16788
15806,32853,9641,30717,31728
21581,11519,33874,21183,20678
9278,31607,25847,46767,40552
43452,25214,48598,11780,21548
45552,5986,19865,28331,43028
32378,42930,19230,32740,46466
3102,36897,10460,48189,4260
3499,3757,42386,49734,16975
45268,25697,44360,40891,8518
48203,42652,40333,4648,17269
38045,47462,4043,7878,45434
26429,19308,3336,38964,3279
20218,47924,19589,21339,26411
25865,5788,3548,15062,21732
39314,24947,35617,16250,4471
2152,8058,26362,20810,29113
16764,1004,47180,12459,5464
30717,24255,17077,33028,47407
34793,11534,40766,40841,27375
23120,12249,28593,26537,360
37701,29723,10811,40645,15982
7247,24853,37651,19866,29101
37632,26229,40978,3972,35749
31496,40949,43772,45690,1969
40086,34183,30228,47909,4399
40474,40448,25071,45894,33094
47943,41458,24725,1337,48410
28041,32086,38207,45492,23385
29657,37476,8534,5468,42539
27342,3632,24342,44560,20202
29484,3116,46411,43837,21605
40466,1838,20806,27055,8441
16072,12171,21319,12011,453
3229,33747,16235,34760,750
28064,11461,13352,22753,48685
29799,9534,7755,34908,11833
40455,9331,43123,20041,38466
43293,27278,25913,30967,9113
5819,17971,30708,46926,24638
20581,43256,36128,21636,8530
6008,43518,43212,27836,29086
8150,8654,16512,1465,24704
19631,43657,15784,41125,3912
49135,39172,31946,6937,40667
1758,19913,6622,35787,9248
5776,26584,40888,49655,3050
45086,21658,31416,40255,3328
43723,32033,38154,31705,1376
45176,7055,8143,5086,39787
40446,44146,15063,4163,15657
46547,32768,16729,1389,45465
39952,22995,49291,36367,1126
35781,12400,11379,45526,23901
31306,6115,7856,19385,26691
18580,37169,8042,2282,34162
13536,31968,16355,30651,14101
49636,10729,7661,19267,46650
4359,8662,24473,37731,26854
4272,45947,29699,35401,3400
23363,22485,10789,378,22166
1130,39224,28379,25695,16612
24910,15973,26673,29339,44070
14536,18257,40,24304,44949
47274,12878,34787,37138,44249
405,10933,12862,25549,4630
3331,36567,31769,49916,47879
4895,11065,46598,28996,9647
35636,38003,13477,16529,23469
21899,39776,45674,35897,17710
16313,1458,46785,29445,45454
45438,23413,30351,49582,42670
23424,31448,14854,27765,34091
30415,17561,36732,35434,35961
45020,21791,36344,6070,21487
34725,48529,43250,10998,24038
33523,14685,31592,7329,5219
41279,4624,21009,3588,22221
1816,17149,5268,9070,13927
20178,27810,2095,11298,34259
49553,6802,3734,26775,47835
45507,15705,46417,2733,37876
31016,41239,37266,29730,6057
48656,49022,4585,18495,24204
16590,22234,9123,42804,7348
38755,39707,9959,28539,4788
43270,25017,35877,15806,45062
47417,25658,22957,43463,48506
10014,29780,8735,11793,7560
1904,33952,31442,3429,42330
38518,16726,47587,22977,28042
29779,48958,42149,30021,5055
19291,48485,29074,16406,10830
9154,9324,23912,48267,27497
2341,22259,2076,12466,33644
35709,43472,29988,8977,22527
11673,17876,36741,5835,41476
37460,31182,35360,34082,4623
5295,14460,152,35926,41962
47461,21134,44376,5804,17029
22327,34238,45388,35793,32237
8460,33250,5104,8135,41067
28057,48094,19764,41120,15262
44497,48345,16508,19539,13264
30530,7775,22344,14542,35266
35954,2087,5379,17446,47275
42533,10968,45604,27077,44088
26367,48514,12953,41281,25649
28604,28370,47236,29818,31984
1169,19528,32099,25864,41127
24612,10328,6957,46458,39756
13616,42502,39471,12973,5746
29,11638,4448,26808,8133
23289,18132,30005,22360,11577
20310,16542,46488,47099,17123
30785,5350,2970,3841,2744
42963,8672,42223,45349,24578
38492,35967,41579,23912,25530
10631,21918,4846,49597,38702
29241,6296,374,10810,33772
29860,22783,31741,37412,25324
27716,14306,4717,37684,31933
46269,44816,31020,28633,32453
23717,48050,26628,6101,35962
18791,48013,46729,36689,25939
42476,11343,44222,13898,41772
23178,30896,13366,25003,30815
22417,32952,29865,12911,27926
26384,44702,8660,46808,24893
28950,31446,16952,49091,4002
7885,37547,35520,38550,4170
33274,42562,15977,34673,10325
11831,26721,15916,21320,46329
8563,12505,48962,39307,47663
7627,32634,44146,14875,17298
28811,6071,21276,48242,32855
42443,35600,25090,31878,26238
38157,4915,9866,30779,39573
25320,1424,42781,36099,21415
2118,9533,16039,22396,30200
34005,29854,32089,23155,47908
18715,8567,2627,29693,35330
27186,41996,33728,16995,22764
43402,27270,46079,40570,12120
38879,22200,8533,39064,25022
23021,41069,9612,38943,18380
38952,7258,10962,170,30882
33618,38279,44120,12976,26981
28291,10053,29762,34564,6332
19688,48206,24755,35474,26554
30012,26760,15796,12687,1415
48576,23013,30596,1180,15774
29286,33604,3244,33731,45199
42812,48445,21228,11134,29981
46476,12457,7124,32775,38352
22921,1098,14326,36851,33060
18558,37909,10373,12045,45739
42217,46385,26052,3422,26014
27470,24150,22654,13446,19604
39693,25892,28617,28753,37322
13180,826,21850,35273,24980
40499,37055,41486,16450,7695
38887,6922,5884,34889,30256
16041,6361,3692,22209,40325
37756,473,42006,22531,19658
6844,25548,9976,28380,589
36289,6101,11797,21216,18164
20720,35676,24042,44393,13953
11398,28704,38788,30292,37931
28553,18504,21106,25447,32483
28409,37259,17489,7274,27692
26170,39963,33302,46780,42096
5351,4910,48484,18000,47635
36072,41211,33197,45363,1433
13368,32517,30444,10524,40158
46578,45234,48025,30733,37904
26969,44731,30311,31798,46831
21947,44376,24411,11056,7302
20828,39534,14008,12105,26865
16291,11463,44163,27592,35412
13357,39369,19795,27895,31568
40847,7363,28030,36154,21649
35881,13675,30427,45997,43326
19362,39977,7876,20635,9440
7507,41090,17747,32345,9479
37413,26239,21615,32952,22673
5480,22106,47125,7675,48760
2195,8427,47487,157,3200
19493,20524,5345,32367,41151
17026,4099,16669,48015,40336
46649,34498,27986,16600,13244
27634,46594,3101,20139,25
7671,12241,15704,6391,14541
2238,18941,46975,42150,12211
37847,13781,19999,9639,1886
5724,48650,3228,41116,23164
49164,25346,33466,33538,25857
38246,25173,10264,17150,2361
34330,40897,15851,22935,31354
14207,10310,21965,45442,30498
5788,34355,21828,35223,9336
30705,47502,32654,13742,35120
22230,7758,32646,20060,44626
34313,21565,18805,23077,1034
42774,31744,24584,29617,23218
1566,26620,27652,1791,36030
37725,40564,35164,375,27593
13115,24457,37888,3441,17940
514,12631,22821,23294,683
26851,38798,28924,40658,38266
16944,48057,45320,46430,45366
40857,13450,9303,571,23682
15544,885,19041,8118,48289
35508,38918,3176,8548,3913
16404,13800,30053,41946,2
12353,46692,37169,40420,8428
17291,44781,48623,43203,18607
32222,41593,45114,8495,9605
46142,35612,47233,23118,20862
32136,7761,11821,20279,8290
14534,11009,17807,18151,29686
48906,38461,1735,20575,30701
12154,15025,44608,9463,7803
24433,9121,36394,13682,38398
5132,46306,17364,8900,15041
20172,49343,22843,15389,7463
27475,31445,26544,15297,23790
35468,44828,2663,33261,19979
8285,18742,21522,11794,45709
8301,1264,33800,3860,16576
43823,26351,42861,42921,46962
11312,35141,33599,49300,40151
26248,8298,41426,24274,41340
29632,43248,2799,30015,38567
11412,5763,29549,37279,48950
37740,34151,29591,28378,36839
21610,48522,48265,8122,10291
24113,31887,44098,44291,46923
10809,37056,34718,24206,15579
37041,23463,5949,26073,7848
19677,14435,12135,5458,45471
47403,3591,42800,27744,30456
3154,22874,38386,17909,8104
21702,49435,14618,43104,2943
19212,11769,22212,35274,15025
38835,31706,4053,10174,5517
15004,30018,44946,45636,42932
7234,2252,39903,4958,34833
39895,18539,26340,23576,17380
29280,41617,8442,8494,43033
36071,1180,37257,41242,15177
6619,15394,34537,27447,24936
4943,17086,39756,18433,22695
12661,26709,4248,5717,40285
9835,33713,41312,48065,8121
44864,8376,37035,47685,36654
44241,9420,4191,21795,41543
18611,34853,39876,15678,26788
21147,34293,4821,3541,17328
45107,44334,34799,30861,40219
42787,39484,3928,560,25210
28137,36791,24110,34645,27981
46782,38682,24586,34949,1437
13153,31261,10762,14241,21727
24226,4734,31228,16435,40805
17717,11137,3267,9541,4710
30748,26662,44585,44352,16194
32182,36037,47992,28543,40852
43020,43035,22324,28532,35036
5108,11800,40288,17363,19538
9562,2536,27184,18127,9488
16537,12918,33401,19137,525
38236,46164,15065,31482,38203
13143,22413,25788,34700,38038
16689,3541,27119,4275,14894
2578,17503,25916,36762,31796
34879,8312,47937,33353,2890
4807,46040,16912,9329,42628
19142,12828,22057,19943,25548
24926,8582,19269,37748,42866
44072,28602,3084,28741,2990
24947,16619,15769,718,33730
9346,9159,38146,17195,45059
35116,24344,12745,22747,1738
11176,47803,11650,35910,45643
18794,47080,33375,14534,35744
37056,19016,14636,9743,39073
31221,2691,31918,32495,23413
15246,19474,28908,27610,23960
26556,26816,33567,19992,726
41194,26841,22958,18726,20516
4646,8377,29476,10433,19194
19110,1134,34554,38065,11678
19679,27237,5755,13461,39792
22439,48273,39072,13250,6946
34894,24956,56,44115,27562
7574,1450,11526,46519,7885
28753,43202,46028,21094,19155
44801,19750,10721,16703,38164
26911,7556,25144,32004,10679
25743,1802,37826,42654,26941
7367,41771,45158,36380,44111
23323,13038,13222,40818,47062
23327,19956,41277,45056,17001
12891,4530,15100,44970,20421
5233,14000,40527,38274,5787
25725,32406,11327,48056,8790
46535,3971,8707,20540,5779
18162,5044,2770,45824,32181
33220,37783,20113,1162,23809
2648,3928,19936,33276,16796
4738,37840,35082,42635,32920
19010,4350,10535,21417,29004
22714,13133,9523,25041,19939
851,30054,42989,10851,49601
3855,31353,27144,9394,27171
43095,20521,43943,3822,44682
33780,4017,35748,32935,17101
33230,34330,19756,24533,19650
16080,29873,42905,34962,9485
25985,28317,18349,36345,45717
43399,46919,9453,23336,14757
16802,8530,22440,1681,45536
38489,4481,36761,16764,26672
11250,25506,14004,11534,10068
18158,18368,40542,34818,12764
28959,17933,46479,49636,40281
32609,34138,3098,27888,47420
44139,43841,23984,40077,11961
3135,46044,21060,45042,27908
11270,24213,36131,9226,21499
36757,24751,12438,2791,21713
8627,26790,14841,41355,7301
35585,42619,3586,42153,36688
14488,39317,34635,8823,10629
26386,26257,23812,34178,43074
48219,31661,7072,8107,49484
14437,30986,27196,12456,18076
20859,28720,9494,38313,4780
23280,31258,42857,30480,18447
6228,40640,37892,15924,5418
29421,21750,27299,43475,18212
15424,1501,8391,40534,29670
34021,457,24952,28396,778
36726,12944,17439,21585,18396
22746,11765,36746,20422,32539
35134,5166,16111,8788,10049
14194,7646,13015,14135,29833
36061,30006,13230,23664,9321
28172,44114,34361,37324,42448
22547,35739,41617,5290,32019
26664,9474,6522,35156,47564
19655,17488,36460,48017,15308
1734,14859,16573,21151,19097
32476,17152,17209,25982,16990
26926,43716,23194,23811,33256
24878,16410,3530,7938,18153
49728,23587,6580,15684,37693
39512,41465,6394,45768,18285
48701,23067,30640,3625,8237
32153,49842,35377,5506,33472
7006,30065,45324,29636,20059
40092,43611,1509,16489,2995
2034,40324,42307,32735,5283
30938,42778,27568,25031,29375
20694,5441,11778,17947,45876
36840,11797,45224,45441,33786
18180,43325,19448,9542,19233
8591,3472,34261,46821,9244
1380,4920,44733,4058,23889
17945,38909,2291,15791,31033
17910,38632,29308,16943,48917
17802,19806,30438,20107,19794
48441,22536,29657,9474,19661
10659,19130,39879,43123,47996
19998,38221,20136,7414,6168
28272,43027,36254,28140,44112
35928,13082,18999,2503,44701
25765,15499,39958,20591,34469
35651,30340,19691,41254,2602
15938,49770,32867,26259,25473
10627,39091,38974,21377,9530
5528,8055,917,46338,3346
7841,46829,39823,25336,18704
247,28352,27212,33629,15398
26129,26819,37061,16289,12148
16293,25769,21715,35752,39576
4721,35379,42204,16621,12260
49118,24047,30467,26197,4310
25993,16920,22919,26995,23939
21226,48719,28247,43824,18458
6517,46154,11169,13499,35540
8526,42689,1048,17747,12989
35555,35110,12796,35110,17813
17541,49222,22736,27508,43374
48314,31989,29430,24942,41206
3186,21596,26442,21556,23680
28100,9012,47282,1452,8966
4900,29808,1183,44148,35133
43183,49180,47559,45464,33027
3243,21243,16441,45508,46372
32790,12355,23209,15087,34106
25031,46292,14936,15724,7673
3341,10545,24637,13656,46861
29952,24324,44825,3222,17678
45262,20643,39637,24964,9308
6266,42611,46992,43633,43861
31664,1332,27770,12228,46441
30060,6726,31323,29411,2635
25576,41450,19426,295,16018
7532,33670,7795,13471,23197
20862,43380,40028,41328,47668
12269,18059,22372,37487,46349
11354,5189,26206,34180,31294
17118,25552,10507,17358,40900
48591,5536,41958,45120,35882
32325,30993,1065,79,13121
32985,28513,10967,33263,3652
40728,39222,42693,39636,34534
18522,18110,27928,34030,14019
11065,16304,41007,32977,44055
3533,39256,534,31186,26346
36866,23105,37160,45261,19206
43906,33942,12059,19743,1290
44993,27530,3138,11528,47031
16698,25904,45395,27514,5613
49756,46550,38842,8622,37148
41803,13354,39091,25327,23305
14013,43241,11870,31194,4034
20210,39914,19265,14990,30770
8782,22651,12175,13239,37485
30198,8441,13472,31917,19089
18841,39964,39387,47644,7055
31118,35957,46694,7391,27714
14962,29429,32475,29695,10600
21539,4596,29555,22516,32838
5013,36713,17462,13481,25869
42853,30770,13771,36688,38538
37495,48172,8420,45819,46017
23683,4034,23552,40768,35252
22339,13681,24249,24699,43589
12347,28400,35311,39715,21585
17076,49174,6790,9495,23580
19108,42124,7809,3774,31101
24519,36228,2568,29761,12677
29519,911,22746,47624,30625
48445,18791,31957,2889,20168
11767,5639,26750,41279,45721
41445,15314,8963,28232,15226
508,44220,34628,30742,27412
7451,35556,20286,45222,29195
14321,44145,8349,44330,23102
21763,14351,21763,42084,20333
16674,43969,48729,4910,12159
9227,33908,11916,30678,43891
23480,9479,41786,20938,6916
31633,38994,46120,8455,20322
49760,34284,37516,48860,11557
15312,26146,16305,15185,13512
48730,17517,41780,4643,25929
10647,25785,11677,30656,864
44283,38857,10207,46023,19553
2581,18924,27895,3205,30493
18958,47615,25400,41945,46302
34084,36163,38696,43945,10080
19967,246,43560,46759,46484
4606,32426,49773,8160,45018
49538,43247,21150,6519,36303
21311,47679,42075,27816,21942
23790,34880,32126,38769,3231
19339,14651,10994,4668,7443
10243,21814,38851,34767,47060
42188,33547,20382,42850,48108
4734,22722,49689,29803,32119
6840,26856,27290,43213,43427
11640,15513,6036,48853,29651
34838,45417,21642,13895,6814
5411,47659,6381,8596,32696
39792,47043,26047,25682,25350
40372,30292,24787,43298,23864
15739,29604,13427,17053,35938
27819,10526,24,6778,13446
19874,14724,4006,33468,10496
13708,8189,47077,19318,23445
7152,37976,1674,22244,44449
32347,43017,1883,30553,20492
37170,10393,37939,19663,5342
20530,10396,11449,28661,41141
34370,33659,40708,14994,21040
49423,7746,18602,11606,20521
29774,49764,31389,13823,16870
22574,29320,8199,43774,1386
6767,7198,47095,7184,41736
35331,29809,36108,21069,49587
43161,32010,7002,3958,12118
26550,34876,29136,24086,5765
21445,25418,21392,36318,22191
26008,41734,18210,6042,4943
6697,38863,47708,49907,13338
24098,10011,19798,4674,15210
30248,18331,23950,49714,43379
49616,47621,13932,11021,8764
39554,20286,42497,43722,18520
38049,24299,20426,46897,29638
16403,29995,33766,44056,22347
39104,1368,8037,42413,42402
12304,36746,19704,2385,37820
27402,631,25036,48777,35299
45389,1781,39597,11191,10810
14918,31852,573,13422,925
24319,12221,23690,27186,23922
7218,26983,26026,6298,15459
32661,13798,36609,40452,33021
31146,8373,9984,15970,36840
44126,10399,1552,6858,15068
29624,49224,17138,19910,12856
33720,17963,45597,27312,13822
43441,13621,18062,28313,24051
47235,48569,17270,272,45651
20457,37458,39209,45482,800
25964,29176,44917,3896,24135
36472,36217,2788,5301,46590
10369,33558,34833,19133,12084
2345,21238,23438,42630,48112
4704,14505,20116,24967,24446
45753,11015,11134,24665,43749
21491,40156,44779,7942,36973
41363,15757,24624,26814,36795
20649,9034,19294,3052,1717
16743,750,953,30344,21494
747,40743,22614,32821,44236
31762,32826,5832,14205,10916
19136,43341,14301,9906,44295
38935,3982,36239,49041,46045
18058,10812,40615,27931,2522
10597,37096,33099,24221,16379
27970,12248,12480,29669,32160
36378,40251,2848,27951,26767
7172,14428,41520,45626,23103
3711,49096,22775,21442,6498
22238,18192,33153,11728,29894
16661,24406,14260,21541,15805
41501,20895,21535,3828,20143
13754,22576,5458,36811,24289
20301,14002,28318,743,13055
32891,19095,20332,1127,20462
24694,14081,6719,15923,40907
43196,17406,40146,41470,1507
44856,38191,4918,134,49584
5066,30066,20114,20087,31170
43497,49614,36252,2820,17400
27024,41753,3953,7887,45189
18920,10373,41675,35010,20613
13872,32968,1960,42509,48170
49254,2716,18638,22659,32362
46984,44978,5126,45331,6679
38273,36214,22874,17804,27577
38158,10834,36298,40857,9630
17889,2740,19684,9601,38063
30604,49438,11282,41907,49043
37824,9645,36653,39357,18939
38599,6838,22875,27818,26950
33581,48367,20300,30947,36937
1763,34329,3321,21018,28973
49417,26792,11208,25195,22351
37183,5502,32201,32258,45533
32425,10060,20481,10959,42369
45534,34725,17928,18914,43012
8116,11517,8380,12115,28663
38705,46767,40184,40291,11873
46490,472,44844,38581,23878
27007,10276,12011,31439,21974
11311,40675,30639,20329,30085
14385,12630,11721,21598,29982
1493,29304,10878,30547,17287
39896,34574,4236,18378,11224
19093,36596,1402,47357,21849
13895,49114,37440,12407,1503
23452,24415,8095,4515,27576
1195,17447,27694,31659,21396
45121,22955,43127,42375,24423
19018,26122,17477,17265,27493
37619,37758,39890,778,8381
19443,21336,11004,2905,19777
35289,8155,36184,6407,14188
1442,46128,18526,38374,20165
45968,25961,36773,23898,14418
33783,1859,13632,30071,17970
36281,33551,47332,34094,45905
42663,36797,11096,44233,47014
37514,11734,2594,9216,9600
45038,24284,48727,45885,49192
17489,43058,46560,1314,19765
24909,16299,42968,5161,46320
16436,17034,25359,37396,14898
1457,2754,35715,13412,20216
34869,16913,21118,31376,7820
19290,39756,48616,32655,6896
38040,2195,12275,40135,35780
24264,21299,26668,47802,44737
34141,2699,33604,63,9917
41767,39880,12429,17369,32455
15992,49179,6817,21053,44455
48823,31407,32114,46432,31428
16251,40045,27263,26269,48547
22607,46102,46095,43731,30028
26626,1671,20462,5567,13138
3578,6692,49029,7304,12406
39644,18542,35659,34752,47509
21582,7089,26546,1010,12205
7731,11867,22546,28556,18252
10741,10205,12216,45738,35028
34075,44496,22217,33794,5684
34871,7668,10095,38735,27287
35220,15013,19215,2443,44261
9317,1265,26317,10180,42118
20024,40853,36307,4206,17267
